geo_name,smoking_2015,smoking_2016,id,state,poverty_2015,poverty_2016
"Autauga County, AL",0.217,0.187,1001,AL,0.1287938240286168,0.12266017070222353
"Baldwin County, AL",0.20600000000000002,0.18600000000000003,1003,AL,0.13411660731460062,0.1299379576891782
"Barbour County, AL",0.251,0.214,1005,AL,0.26727439227439226,0.26373672856478153
"Bibb County, AL",0.259,0.21,1007,AL,0.16795878075793325,0.16453914478474008
"Blount County, AL",0.213,0.19399999999999998,1009,AL,0.16720932675139166,0.1653444018284033
"Bullock County, AL",0.37799999999999995,0.223,1011,AL,0.24618736383442266,0.2686625960212724
"Butler County, AL",0.305,0.228,1013,AL,0.2536473634417169,0.25659508434699907
"Calhoun County, AL",0.244,0.23800000000000002,1015,AL,0.2053220893998345,0.19642381755257787
"Chambers County, AL",0.24100000000000002,0.20800000000000002,1017,AL,0.21589930833852822,0.203116138853237
"Cherokee County, AL",0.244,0.198,1019,AL,0.192297165200391,0.16446102493618692
"Chilton County, AL",0.201,0.212,1021,AL,0.19148837854073286,0.20274358559848502
"Choctaw County, AL",0.19899999999999998,0.19,1023,AL,0.23428268444175124,0.20953326713008938
"Clarke County, AL",0.13699999999999998,0.212,1025,AL,0.2474172507393753,0.24635962041884818
"Clay County, AL",0.262,0.204,1027,AL,0.1665027611770936,0.16748054326262782
"Cleburne County, AL",0.18899999999999997,0.185,1029,AL,0.1697232185152602,0.19618362080673638
"Coffee County, AL",0.177,0.193,1031,AL,0.17082736104475235,0.16354591582927072
"Colbert County, AL",0.29600000000000004,0.185,1033,AL,0.1742013149365682,0.1652754590984975
"Conecuh County, AL",0.22899999999999998,0.23800000000000002,1035,AL,0.3377902885292048,0.3253842497227064
"Coosa County, AL",0.3,0.218,1037,AL,0.1928372093023256,0.15337715537772698
"Covington County, AL",0.287,0.19899999999999998,1039,AL,0.20218461621243508,0.18994488869677978
"Crenshaw County, AL",0.166,0.204,1041,AL,0.16677600408193016,0.18181818181818182
"Cullman County, AL",0.22,0.201,1043,AL,0.18544157226012392,0.17120535157127525
"Dale County, AL",0.212,0.20199999999999999,1045,AL,0.19138696939782823,0.20474574868633375
"Dallas County, AL",0.20600000000000002,0.254,1047,AL,0.35007683442182097,0.3430003667930065
"DeKalb County, AL",0.18,0.192,1049,AL,0.18689075151911885,0.19786614936954414
"Elmore County, AL",0.214,0.193,1051,AL,0.136424243224333,0.14296964208371069
"Escambia County, AL",0.209,0.22699999999999998,1053,AL,0.24243874964798648,0.2520260697081326
"Etowah County, AL",0.26,0.223,1055,AL,0.1966387871427732,0.18376886741498002
"Fayette County, AL",0.141,0.205,1057,AL,0.18324136276391556,0.1730118443316413
"Franklin County, AL",0.245,0.19699999999999998,1059,AL,0.22476946721311475,0.2228527459844186
"Geneva County, AL",0.325,0.21899999999999997,1061,AL,0.23230949412520308,0.2276807696678156
"Greene County, AL",0.18100000000000002,0.265,1063,AL,0.402382604672681,0.3788375908132177
"Hale County, AL",,0.218,1065,AL,0.2679000801496126,0.25911746927261736
"Henry County, AL",0.17,0.175,1067,AL,0.15622978773446228,0.152809785499025
"Houston County, AL",0.184,0.19399999999999998,1069,AL,0.1828806680714899,0.18880676845278616
"Jackson County, AL",0.221,0.20199999999999999,1071,AL,0.17995718490767995,0.18792152643006743
"Jefferson County, AL",0.212,0.168,1073,AL,0.18774694053571067,0.18104171480231177
"Lamar County, AL",0.261,0.214,1075,AL,0.2414334665905197,0.23861514150265767
"Lauderdale County, AL",0.177,0.18899999999999997,1077,AL,0.17915719299794708,0.18278072502210432
"Lawrence County, AL",0.278,0.203,1079,AL,0.18731945113143958,0.182801547014745
"Lee County, AL",0.183,0.203,1081,AL,0.23764044171239188,0.2301159187421095
"Limestone County, AL",0.21899999999999997,0.18600000000000003,1083,AL,0.142501416163142,0.14100343043333602
"Lowndes County, AL",0.226,0.231,1085,AL,0.28500328669358627,0.28690089746037806
"Macon County, AL",0.138,0.235,1087,AL,0.2591971374259197,0.2553607358436332
"Madison County, AL",0.183,0.20199999999999999,1089,AL,0.13737323535328436,0.13270371325425476
"Marengo County, AL",0.168,0.22,1091,AL,0.26149396629101423,0.2777833854850106
"Marion County, AL",0.26899999999999996,0.203,1093,AL,0.20099824632402535,0.18627848786095896
"Marshall County, AL",0.27699999999999997,0.204,1095,AL,0.2016458697681405,0.20512325830653805
"Mobile County, AL",0.23800000000000002,0.205,1097,AL,0.19270692925810418,0.19474122174836916
"Monroe County, AL",0.207,0.21899999999999997,1099,AL,0.31398152782201194,0.3209649203572415
"Montgomery County, AL",0.192,0.19699999999999998,1101,AL,0.2259070358922373,0.21311668753288698
"Morgan County, AL",0.239,0.185,1103,AL,0.1605589377469518,0.16309100498494308
"Perry County, AL",0.259,0.24600000000000002,1105,AL,0.3636657681940701,0.3979907264296754
"Pickens County, AL",0.18100000000000002,0.21600000000000003,1107,AL,0.2497658932473208,0.23925321619077503
"Pike County, AL",0.183,0.223,1109,AL,0.2613989554295235,0.25742069185397737
"Randolph County, AL",0.281,0.201,1111,AL,0.20384093990058744,0.20562270813527095
"Russell County, AL",0.239,0.212,1113,AL,0.21038852235836214,0.2154190292878323
"St. Clair County, AL",0.272,0.198,1115,AL,0.1600157427726362,0.13703751907900186
"Shelby County, AL",0.18,0.155,1117,AL,0.08329549367038078,0.08493696412107228
"Sumter County, AL",0.17,0.24100000000000002,1119,AL,0.42651845970623264,0.3672062830581824
"Talladega County, AL",0.231,0.218,1121,AL,0.2304857535407491,0.20794148380355276
"Tallapoosa County, AL",0.267,0.20800000000000002,1123,AL,0.22471716250523774,0.2336024967799465
"Tuscaloosa County, AL",0.217,0.204,1125,AL,0.19091779913472773,0.1795929850886242
"Walker County, AL",0.27699999999999997,0.218,1127,AL,0.22495839240584356,0.21930991799473928
"Washington County, AL",0.195,0.2,1129,AL,0.19139900711765057,0.21608100777529987
"Wilcox County, AL",0.18899999999999997,0.252,1131,AL,0.37659729828404526,0.34892119640707475
"Winston County, AL",0.228,0.21600000000000003,1133,AL,0.21881364562118127,0.2056595744680851
"Aleutians East Borough, AK",0.382,0.20199999999999999,2013,AK,0.16798298906439854,0.15496809480401094
"Aleutians West Census Area, AK",0.267,0.18,2016,AK,0.09056261343012705,0.07683982683982683
"Anchorage Municipality, AK",0.157,0.16,2020,AK,0.0818927729987398,0.08098363686789313
"Bethel Census Area, AK",0.299,0.34299999999999997,2050,AK,0.2518903318903319,0.26587233062798593
"Bristol Bay Borough, AK",0.264,0.212,2060,AK,0.0720250521920668,0.07251082251082251
"Denali Borough, AK",0.214,0.17800000000000002,2068,AK,0.12706353176588295,0.11277831558567279
"Dillingham Census Area, AK",0.386,0.32,2070,AK,0.18078867542972699,0.16481294236602628
"Fairbanks North Star Borough, AK",0.19399999999999998,0.162,2090,AK,0.08087721311646444,0.07758288257303358
"Haines Borough, AK",0.141,0.18100000000000002,2100,AK,0.052858261550509,0.05252686032630322
"Hoonah-Angoon Census Area, AK",,,2105,AK,0.11853245531514581,0.12345679012345678
"Juneau City and Borough, AK",0.175,0.171,2110,AK,0.06606136505948654,0.07423334065727111
"Kenai Peninsula Borough, AK",0.212,0.195,2122,AK,0.09970043231025885,0.10969002575717204
"Ketchikan Gateway Borough, AK",0.225,0.19699999999999998,2130,AK,0.1213556311972769,0.1075499629903775
"Kodiak Island Borough, AK",0.198,0.16899999999999998,2150,AK,0.11347517730496454,0.09153637231153197
"Kusilvak County, AK",,,2158,AK,0.332994665989332,0.3598189590143324
"Lake and Peninsula Borough, AK",0.252,0.308,2164,AK,0.1683708248125426,0.18772305496074232
"Matanuska-Susitna Borough, AK",0.262,0.212,2170,AK,0.10026939312305114,0.0966708023159636
"Nome Census Area, AK",0.401,0.353,2180,AK,0.27008440137542983,0.27010416666666665
"North Slope Borough, AK",0.45299999999999996,0.254,2185,AK,0.10231680469650907,0.11210057621791514
"Northwest Arctic Borough, AK",0.48200000000000004,0.35200000000000004,2188,AK,0.23840020912299045,0.24535218643623985
"Petersburg Census Area, AK",,,2195,AK,0.10221944357611754,0.09286165508528112
"Prince of Wales-Hyder Census Area, AK",,,2198,AK,0.14602822260979864,0.1488416375753729
"Sitka City and Borough, AK",0.213,0.184,2220,AK,0.09047619047619047,0.09046482554835777
"Skagway Municipality, AK",,,2230,AK,0.04408817635270541,0.05252725470763132
"Southeast Fairbanks Census Area, AK",0.21600000000000003,0.20199999999999999,2240,AK,0.14525862068965517,0.13625832609325225
"Valdez-Cordova Census Area, AK",0.23199999999999998,0.191,2261,AK,0.10864745011086474,0.08534638714483346
"Wade Hampton Census Area, AK",0.361,0.41,2270,AK,,
"Wrangell City and Borough, AK",,,2275,AK,0.11782094594594594,0.0994544691565254
"Yakutat City and Borough, AK",,0.205,2282,AK,0.05443234836702955,0.07894736842105263
"Yukon-Koyukuk Census Area, AK",0.405,0.32299999999999995,2290,AK,0.22413175796634444,0.2353365818444324
"Apache County, AZ",0.184,0.256,4001,AZ,0.36619638506430957,0.3620227445889889
"Cochise County, AZ",0.217,0.16,4003,AZ,0.17865639419210091,0.18926389789441353
"Coconino County, AZ",0.152,0.198,4005,AZ,0.22723080197715395,0.22163611207194742
"Gila County, AZ",0.244,0.18,4007,AZ,0.22673127010877892,0.21220407694955445
"Graham County, AZ",0.163,0.184,4009,AZ,0.2261503416856492,0.22500909862913987
"Greenlee County, AZ",0.198,0.172,4011,AZ,0.1368551475557558,0.1338617349185381
"La Paz County, AZ",0.185,0.16,4012,AZ,0.19050465799830618,0.2113153045470392
"Maricopa County, AZ",0.158,0.151,4013,AZ,0.16984453606687597,0.16516857273842417
"Mohave County, AZ",0.26899999999999996,0.2,4015,AZ,0.19847445166033575,0.19323740493448066
"Navajo County, AZ",0.168,0.23399999999999999,4017,AZ,0.30612808594940566,0.2990368314881285
"Pima County, AZ",0.156,0.146,4019,AZ,0.1925828106085617,0.19085665696840554
"Pinal County, AZ",0.17300000000000001,0.17,4021,AZ,0.17306238909943264,0.16472790264883969
"Santa Cruz County, AZ",0.17300000000000001,0.154,4023,AZ,0.23489861030813045,0.2185731937308968
"Yavapai County, AZ",0.193,0.147,4025,AZ,0.16022185069692302,0.14677907680842145
"Yuma County, AZ",0.14,0.149,4027,AZ,0.20697125456013243,0.20476342792154711
"Arkansas County, AR",0.22,0.22399999999999998,5001,AR,0.2012056044314109,0.19637578013796125
"Ashley County, AR",0.299,0.244,5003,AR,0.20745542949756887,0.1990939322376982
"Baxter County, AR",0.239,0.201,5005,AR,0.15916716005525952,0.1383638475032738
"Benton County, AR",0.168,0.187,5007,AR,0.12244255988437586,0.11379851362510322
"Boone County, AR",0.146,0.217,5009,AR,0.176547693820148,0.17472260843488455
"Bradley County, AR",0.141,0.25,5011,AR,0.2903022101939558,0.2882529845985601
"Calhoun County, AR",0.35,0.223,5013,AR,0.1778082728876691,0.19161558236108364
"Carroll County, AR",0.239,0.20199999999999999,5015,AR,0.1829991217798595,0.17480016060152573
"Chicot County, AR",0.36200000000000004,0.266,5017,AR,0.31682890303257205,0.3092136540838642
"Clark County, AR",0.11900000000000001,0.23199999999999998,5019,AR,0.23710407239819004,0.24010487571219685
"Clay County, AR",0.21,0.22699999999999998,5021,AR,0.21835380673980162,0.22219265566790847
"Cleburne County, AR",0.284,0.19899999999999998,5023,AR,0.14534240075913332,0.15490608743993964
"Cleveland County, AR",0.217,0.195,5025,AR,0.20773519990508957,0.20047990401919616
"Columbia County, AR",0.159,0.237,5027,AR,0.2563842902430433,0.24943016759776537
"Conway County, AR",0.27699999999999997,0.223,5029,AR,0.22573222760174488,0.21524276040916293
"Craighead County, AR",0.183,0.24100000000000002,5031,AR,0.2021512212128048,0.18921930073329823
"Crawford County, AR",0.222,0.215,5033,AR,0.1851293809367835,0.18777064235174926
"Crittenden County, AR",0.23600000000000002,0.261,5035,AR,0.24077852129916763,0.24586332041582087
"Cross County, AR",0.33799999999999997,0.231,5037,AR,0.2011741455475471,0.19759177679882525
"Dallas County, AR",,0.222,5039,AR,0.15528034839412086,0.14726840855106887
"Desha County, AR",0.239,0.253,5041,AR,0.3301376597836775,0.3198773209549072
"Drew County, AR",0.18100000000000002,0.249,5043,AR,0.2858524926018666,0.27735849056603773
"Faulkner County, AR",0.18,0.217,5045,AR,0.15505445406311086,0.16093287393735825
"Franklin County, AR",0.27699999999999997,0.22899999999999998,5047,AR,0.21980152845899395,0.2111416781292985
"Fulton County, AR",0.292,0.21,5049,AR,0.19943091472089713,0.23175426849681954
"Garland County, AR",0.27699999999999997,0.23199999999999998,5051,AR,0.2085277113762492,0.2063266935619432
"Grant County, AR",0.39,0.196,5053,AR,0.1197194950911641,0.13001290033092153
"Greene County, AR",0.177,0.22699999999999998,5055,AR,0.17772144768342488,0.17742648941866693
"Hempstead County, AR",0.187,0.261,5057,AR,0.2696812857532008,0.2673082185533157
"Hot Spring County, AR",0.278,0.212,5059,AR,0.1910227309057195,0.17048208136717255
"Howard County, AR",0.203,0.24600000000000002,5061,AR,0.21825545638640967,0.1962039617383445
"Independence County, AR",0.23199999999999998,0.233,5063,AR,0.21793794802867383,0.19208362369337978
"Izard County, AR",0.257,0.215,5065,AR,0.21003233693508952,0.2197671655975291
"Jackson County, AR",0.27,0.25,5067,AR,0.26756813564072024,0.27106997616042633
"Jefferson County, AR",0.249,0.262,5069,AR,0.25466629168578575,0.2550148867703227
"Johnson County, AR",0.244,0.243,5071,AR,0.2209362241864521,0.21376997435391595
"Lafayette County, AR",,0.248,5073,AR,0.24414668547249646,0.263802796597953
"Lawrence County, AR",0.163,0.243,5075,AR,0.2385438972162741,0.23645320197044334
"Lee County, AR",0.184,0.28300000000000003,5077,AR,0.2734718100890208,0.3005404077622206
"Lincoln County, AR",0.24600000000000002,0.257,5079,AR,0.2298838867386433,0.23339822626000434
"Little River County, AR",0.222,0.212,5081,AR,0.1932577037573417,0.19389995933306223
"Logan County, AR",0.251,0.21100000000000002,5083,AR,0.19343133606252327,0.18998506626843384
"Lonoke County, AR",0.20600000000000002,0.207,5085,AR,0.12439746542130935,0.12101748266621294
"Madison County, AR",0.304,0.23399999999999999,5087,AR,0.2047998970531463,0.18094993910646753
"Marion County, AR",0.242,0.225,5089,AR,0.18846106532168777,0.19860605686794547
"Miller County, AR",0.32799999999999996,0.22899999999999998,5091,AR,0.20274127721814622,0.2064271052072765
"Mississippi County, AR",0.295,0.256,5093,AR,0.2677256613035179,0.25528721832286666
"Monroe County, AR",0.368,0.258,5095,AR,0.32782802464281036,0.2863070539419087
"Montgomery County, AR",0.201,0.212,5097,AR,0.1794616151545364,0.18794127535582203
"Nevada County, AR",0.349,0.268,5099,AR,0.2813043982824649,0.3078281341965862
"Newton County, AR",0.392,0.223,5101,AR,0.20493239859789686,0.21639717028802424
"Ouachita County, AR",0.233,0.233,5103,AR,0.24118076392831075,0.245305501910671
"Perry County, AR",0.324,0.21899999999999997,5105,AR,0.1596696490020647,0.17817283950617285
"Phillips County, AR",0.242,0.273,5107,AR,0.341436793014487,0.3346200731409996
"Pike County, AR",0.203,0.226,5109,AR,0.20185423168716723,0.18468510126699345
"Poinsett County, AR",0.19399999999999998,0.253,5111,AR,0.22813816343723672,0.22115262824572515
"Polk County, AR",0.284,0.23199999999999998,5113,AR,0.24109128651213366,0.25198846689202625
"Pope County, AR",0.228,0.213,5115,AR,0.19953063533066573,0.19573163542035138
"Prairie County, AR",0.268,0.223,5117,AR,0.21387913285696986,0.19791921664626683
"Pulaski County, AR",0.192,0.20199999999999999,5119,AR,0.17632167254769082,0.17987731459303816
"Randolph County, AR",0.192,0.221,5121,AR,0.21107706538706134,0.19550404752198475
"St. Francis County, AR",0.218,0.28,5123,AR,0.24809386648593698,0.24631236906237974
"Saline County, AR",0.23,0.187,5125,AR,0.09074128567989086,0.08522333148943269
"Scott County, AR",0.317,0.225,5127,AR,0.20104002228619186,0.20875165751089222
"Searcy County, AR",0.201,0.23199999999999998,5129,AR,0.2360050890585242,0.20661051556916793
"Sebastian County, AR",0.214,0.226,5131,AR,0.23187791097808863,0.2218109430462729
"Sevier County, AR",0.22399999999999998,0.23399999999999999,5133,AR,0.22081740664510438,0.22404146298368574
"Sharp County, AR",0.311,0.225,5135,AR,0.23615352374109336,0.22248201438848922
"Stone County, AR",0.265,0.23600000000000002,5137,AR,0.24561970125151392,0.23613465730201016
"Union County, AR",0.263,0.22899999999999998,5139,AR,0.20409080692290402,0.20717814295795947
"Van Buren County, AR",0.312,0.225,5141,AR,0.213538865985541,0.18471490177287972
"Washington County, AR",0.2,0.23199999999999998,5143,AR,0.20067906503870095,0.18979663972476848
"White County, AR",0.175,0.226,5145,AR,0.18959406139236273,0.1765972816780822
"Woodruff County, AR",0.221,0.245,5147,AR,0.2348827043566953,0.24086724086724087
"Yell County, AR",0.231,0.22699999999999998,5149,AR,0.18637842863784287,0.17481176635645138
"Alameda County, CA",0.106,0.106,6001,CA,0.12500176611499655,0.1201746935256906
"Alpine County, CA",,0.157,6003,CA,0.17488789237668162,0.18888888888888888
"Amador County, CA",0.212,0.126,6005,CA,0.12751391973712234,0.11174133276714489
"Butte County, CA",0.192,0.15,6007,CA,0.21852888845978788,0.2126726454525062
"Calaveras County, CA",0.191,0.11599999999999999,6009,CA,0.12641052893421678,0.12739385727190605
"Colusa County, CA",,0.14300000000000002,6011,CA,0.14970257766027759,0.135177304964539
"Contra Costa County, CA",0.11599999999999999,0.11,6013,CA,0.10852338616157711,0.10191775333284767
"Del Norte County, CA",0.203,0.161,6015,CA,0.21790257783729494,0.21735871059097914
"El Dorado County, CA",0.14300000000000002,0.11599999999999999,6017,CA,0.10437833613249746,0.09835749218444166
"Fresno County, CA",0.139,0.134,6019,CA,0.2684165375249059,0.2692030229254356
"Glenn County, CA",0.15,0.147,6021,CA,0.2075232153221126,0.20253440325333139
"Humboldt County, CA",0.18600000000000003,0.152,6023,CA,0.2139031745911166,0.20961589504417397
"Imperial County, CA",0.124,0.14400000000000002,6025,CA,0.23980009684303658,0.24098075220318638
"Inyo County, CA",,0.13,6027,CA,0.11366963179822093,0.10759064723822433
"Kern County, CA",0.16,0.16699999999999998,6029,CA,0.23464060827422686,0.23147880169457813
"Kings County, CA",0.125,0.155,6031,CA,0.22606131629682832,0.2159573826818168
"Lake County, CA",0.245,0.153,6033,CA,0.24653831562974204,0.24597315966678784
"Lassen County, CA",0.18100000000000002,0.14800000000000002,6035,CA,0.163515374024782,0.16191863110949303
"Los Angeles County, CA",0.12300000000000001,0.124,6037,CA,0.1820995677782914,0.1780817907512712
"Madera County, CA",0.138,0.157,6039,CA,0.23543600158029346,0.22060433318875602
"Marin County, CA",0.09699999999999999,0.105,6041,CA,0.08333995897403279,0.08077834847886212
"Mariposa County, CA",0.204,0.127,6043,CA,0.15054801521949004,0.1632010081915564
"Mendocino County, CA",0.182,0.15,6045,CA,0.20382128570099545,0.20192788455948188
"Merced County, CA",0.11699999999999999,0.156,6047,CA,0.26132645941545857,0.24222990211996104
"Modoc County, CA",,0.14400000000000002,6049,CA,0.1876401973979363,0.16927291405090744
"Mono County, CA",,0.136,6051,CA,0.04873183243089199,0.08768656716417911
"Monterey County, CA",0.125,0.136,6053,CA,0.16994696725080968,0.16096595600019425
"Napa County, CA",0.085,0.11199999999999999,6055,CA,0.10255134882087893,0.08812891935248651
"Nevada County, CA",0.141,0.11699999999999999,6057,CA,0.12652697919011274,0.12106178396072013
"Orange County, CA",0.109,0.111,6059,CA,0.1284653015085171,0.12457825641622158
"Placer County, CA",0.081,0.114,6061,CA,0.08933377779369508,0.08696031067368915
"Plumas County, CA",0.14400000000000002,0.133,6063,CA,0.14468795433740778,0.12775690246691718
"Riverside County, CA",0.146,0.141,6065,CA,0.16792690471981617,0.16455840530516494
"Sacramento County, CA",0.146,0.15,6067,CA,0.1815237554681876,0.17882127948343582
"San Benito County, CA",,0.124,6069,CA,0.10840762104527181,0.10787576261785913
"San Bernardino County, CA",0.162,0.141,6071,CA,0.19481334913653772,0.19123627391702913
"San Diego County, CA",0.121,0.11800000000000001,6073,CA,0.14471748536523288,0.1399585190415251
"San Francisco County, CA",0.095,0.115,6075,CA,0.1324442767587648,0.124533656242641
"San Joaquin County, CA",0.16399999999999998,0.139,6077,CA,0.18627826422461077,0.1776418788087912
"San Luis Obispo County, CA",0.091,0.124,6079,CA,0.14800142522728926,0.1416028892956771
"San Mateo County, CA",0.105,0.09300000000000001,6081,CA,0.07972681398288145,0.07678068689933704
"Santa Barbara County, CA",0.105,0.124,6083,CA,0.16277227627995577,0.15895840414128473
"Santa Clara County, CA",0.10300000000000001,0.09,6085,CA,0.09548161996478337,0.09278217768439201
"Santa Cruz County, CA",0.10099999999999999,0.131,6087,CA,0.15097264531692156,0.15081675904165914
"Shasta County, CA",0.251,0.141,6089,CA,0.17984583184440248,0.17536154683108168
"Sierra County, CA",,0.125,6091,CA,0.1464393179538616,0.11337008959338388
"Siskiyou County, CA",0.23800000000000002,0.152,6093,CA,0.23062590573459388,0.220162278369819
"Solano County, CA",0.135,0.124,6095,CA,0.13393175832762563,0.12721883598287986
"Sonoma County, CA",0.14,0.11599999999999999,6097,CA,0.11700871543956798,0.11220269188707027
"Stanislaus County, CA",0.171,0.145,6099,CA,0.2031268576863631,0.1824934809460634
"Sutter County, CA",0.187,0.134,6101,CA,0.177916392153529,0.17525357979416845
"Tehama County, CA",0.21100000000000002,0.152,6103,CA,0.19769756912109437,0.21482195964954587
"Trinity County, CA",0.23399999999999999,0.149,6105,CA,0.19497716894977168,0.20135938827527614
"Tulare County, CA",0.145,0.154,6107,CA,0.2808744121233235,0.2826247890818307
"Tuolumne County, CA",0.191,0.133,6109,CA,0.13874868871603033,0.14225112000951512
"Ventura County, CA",0.121,0.11199999999999999,6111,CA,0.11071160037787503,0.10638776238952258
"Yolo County, CA",0.081,0.124,6113,CA,0.1990740508519635,0.1930019549275089
"Yuba County, CA",0.172,0.15,6115,CA,0.21944302256408837,0.20775642350347867
"Adams County, CO",0.21600000000000003,0.18100000000000002,8001,CO,0.13765240309413102,0.12895207104203546
"Alamosa County, CO",0.17300000000000001,0.166,8003,CO,0.28945808915519855,0.31358930677499675
"Arapahoe County, CO",0.154,0.139,8005,CO,0.11225092299884232,0.10684229963494227
"Archuleta County, CO",0.204,0.141,8007,CO,0.11690797137626893,0.11212121212121212
"Baca County, CO",,0.14800000000000002,8009,CO,0.20472878998609179,0.17996026114107294
"Bent County, CO",0.267,0.174,8011,CO,0.2561043285238624,0.2524765729585007
"Boulder County, CO",0.115,0.109,8013,CO,0.14057494140904983,0.13431954809116
"Broomfield County, CO",0.126,0.12300000000000001,8014,CO,0.0652401268281346,0.059069894811449926
"Chaffee County, CO",0.203,0.142,8015,CO,0.087203901532745,0.09618812165813834
"Cheyenne County, CO",,0.129,8017,CO,0.08615384615384615,0.11331024245423058
"Clear Creek County, CO",0.18600000000000003,0.129,8019,CO,0.08339837217081057,0.07449383802816902
"Conejos County, CO",0.21,0.154,8021,CO,0.18269819875015317,0.22095727751254743
"Costilla County, CO",0.19,0.155,8023,CO,0.23736386484222285,0.3041782729805014
"Crowley County, CO",0.155,0.20600000000000002,8025,CO,0.3336403407782639,0.3411764705882353
"Custer County, CO",0.154,0.155,8027,CO,0.1744489215453899,0.17936802973977695
"Delta County, CO",0.237,0.14300000000000002,8029,CO,0.1625366189901775,0.16839422845139296
"Denver County, CO",0.195,0.16399999999999998,8031,CO,0.17317477936893472,0.1639761036838362
"Dolores County, CO",0.115,0.17,8033,CO,0.21490280777537796,0.19340413638904416
"Douglas County, CO",0.083,0.098,8035,CO,0.03958835951853232,0.037722285765404255
"Eagle County, CO",0.095,0.136,8037,CO,0.09166922368824792,0.08066788515726145
"Elbert County, CO",0.152,0.129,8039,CO,0.06957512341251423,0.050697558545092176
"El Paso County, CO",0.17800000000000002,0.154,8041,CO,0.1177398246918927,0.11282972157274235
"Fremont County, CO",0.27,0.159,8043,CO,0.17372998725832364,0.16565177857989144
"Garfield County, CO",0.184,0.161,8045,CO,0.1211439588688946,0.11099513489606369
"Gilpin County, CO",0.16899999999999998,0.14800000000000002,8047,CO,0.07438760806916427,0.0708092485549133
"Grand County, CO",0.21899999999999997,0.152,8049,CO,0.10764615599274452,0.10591098748261474
"Gunnison County, CO",0.138,0.16399999999999998,8051,CO,0.16949267040464772,0.15371867957046267
"Hinsdale County, CO",,0.134,8053,CO,0.08009153318077804,0.11214953271028037
"Huerfano County, CO",0.309,0.14300000000000002,8055,CO,0.1853141319829087,0.1707278729759472
"Jackson County, CO",,0.154,8057,CO,0.11662904439428141,0.1376923076923077
"Jefferson County, CO",0.157,0.134,8059,CO,0.08545059297995666,0.08120180638493757
"Kiowa County, CO",,0.149,8061,CO,0.13179916317991633,0.10687022900763359
"Kit Carson County, CO",0.17300000000000001,0.168,8063,CO,0.16411347517730496,0.14201264778663733
"Lake County, CO",0.146,0.153,8065,CO,0.11540592962039346,0.11523087525844246
"La Plata County, CO",0.174,0.134,8067,CO,0.10585805043457926,0.10710027308742644
"Larimer County, CO",0.14800000000000002,0.127,8069,CO,0.13675197111083118,0.13169463543610407
"Las Animas County, CO",0.298,0.14800000000000002,8071,CO,0.1490858966918166,0.14311190370040125
"Lincoln County, CO",0.247,0.158,8073,CO,0.1660457690260777,0.1700854700854701
"Logan County, CO",0.255,0.163,8075,CO,0.16937844972402208,0.1632908347365889
"Mesa County, CO",0.201,0.156,8077,CO,0.15624675135663346,0.16332299016592836
"Mineral County, CO",,0.138,8079,CO,0.07639836289222374,0.08196721311475409
"Moffat County, CO",0.21899999999999997,0.163,8081,CO,0.1136770080087085,0.11071233517983928
"Montezuma County, CO",0.187,0.165,8083,CO,0.17913385826771652,0.18698744607252515
"Montrose County, CO",0.155,0.158,8085,CO,0.1901161489292909,0.18032705649157582
"Morgan County, CO",0.154,0.138,8087,CO,0.11607271677968548,0.10731356693620844
"Otero County, CO",0.204,0.16699999999999998,8089,CO,0.24331654397520341,0.23133040040095784
"Ouray County, CO",,0.126,8091,CO,0.07771453590192645,0.09153564505707516
"Park County, CO",0.157,0.133,8093,CO,0.07284273440418379,0.06275713847098557
"Phillips County, CO",0.11599999999999999,0.15,8095,CO,0.15281003251277286,0.11892523364485981
"Pitkin County, CO",,0.128,8097,CO,0.09852983568751801,0.08640064212819631
"Prowers County, CO",0.191,0.16699999999999998,8099,CO,0.19047619047619047,0.20593486948388742
"Pueblo County, CO",0.23,0.17,8101,CO,0.1977002849148124,0.2022053930732913
"Rio Blanco County, CO",0.145,0.151,8103,CO,0.1736349453978159,0.12442760145270804
"Rio Grande County, CO",0.19699999999999998,0.151,8105,CO,0.1915635349485794,0.19176148893005204
"Routt County, CO",0.098,0.126,8107,CO,0.10166509312505365,0.10169348367752017
"Saguache County, CO",0.152,0.184,8109,CO,0.233682514101531,0.2262363519588953
"San Juan County, CO",,0.17,8111,CO,0.16501650165016502,0.03804347826086957
"San Miguel County, CO",,0.14800000000000002,8113,CO,0.11170699803793328,0.11931230610134437
"Sedgwick County, CO",,0.13699999999999998,8115,CO,0.14402407566638006,0.14690721649484537
"Summit County, CO",0.095,0.145,8117,CO,0.1370181464904063,0.12079432040333368
"Teller County, CO",0.226,0.159,8119,CO,0.07475018384738503,0.07534835713056941
"Washington County, CO",0.13699999999999998,0.14,8121,CO,0.10390189520624303,0.11729490022172949
"Weld County, CO",0.17800000000000002,0.155,8123,CO,0.1288671123035181,0.12556282012987732
"Yuma County, CO",0.177,0.138,8125,CO,0.14466600199401794,0.14585624312706189
"Fairfield County, CT",0.12,0.142,9001,CT,0.0897441181447047,0.08831960666460902
"Hartford County, CT",0.15,0.126,9003,CT,0.11942727722863064,0.1156535463417096
"Litchfield County, CT",0.172,0.133,9005,CT,0.07004248291448005,0.06941652097902098
